RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSegment,TenureSegment,CreditSegment,MonetaryValue,Frequency,Recency,EstimatedAnnualValue,EstimatedLifetime,EstimatedCLV
457,15747960,Eluemuno,733,France,Male,33,3,0.0,1,1,1,7666.73,0,,Growing (2-5y),Good (670-740),0.0,1,8,1000.0,8,8000.0
458,15634632,Titus,711,France,Male,38,3,0.0,2,1,0,68487.51,0,,Growing (2-5y),Good (670-740),0.0,2,8,2000.0,3,6000.0
459,15707362,Yin,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,Medium (50-100K),New (0-2y),Poor (<580),95556.31,1,10,2911.1261999999997,6,0.0
460,15662976,Lettiere,637,Spain,Male,37,8,0.0,1,1,1,186062.36,0,,Mature (5-8y),Fair (580-670),0.0,1,3,1000.0,13,13000.0
461,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0,High (100-200K),New (0-2y),Poor (<580),111681.98,2,10,4233.6396,6,25401.837600000003
462,15718443,Chibuzo,539,France,Male,39,3,0.0,2,1,0,36692.17,0,,Growing (2-5y),Poor (<580),0.0,2,8,2000.0,3,6000.0
463,15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0,High (100-200K),Growing (2-5y),Poor (<580),108738.71,2,8,4174.7742,3,12524.3226
464,15773792,Evans,662,France,Female,32,4,133950.37,1,1,1,48725.68,1,High (100-200K),Growing (2-5y),Fair (580-670),133950.37,1,7,3679.0074,9,0.0
465,15613786,Ogbonnaya,818,Spain,Male,26,4,0.0,2,1,1,167036.94,0,,Growing (2-5y),Excellent (800+),0.0,2,7,2000.0,9,18000.0
466,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26,0,Medium (50-100K),Loyal (8y+),Fair (580-670),89968.69,1,2,2799.3738000000003,9,25194.364200000004
467,15663252,Olisanugo,850,Spain,Female,32,9,0.0,2,1,1,18924.92,0,,Loyal (8y+),Excellent (800+),0.0,2,2,2000.0,14,28000.0
468,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,High (100-200K),Growing (2-5y),Excellent (800+),130878.75,3,6,5617.575000000001,5,0.0
469,15633283,Padovano,536,France,Male,35,8,0.0,2,1,0,64833.28,0,,Mature (5-8y),Poor (<580),0.0,2,3,2000.0,8,16000.0
470,15749167,Fisk,753,France,Male,35,3,0.0,2,1,1,184843.77,0,,Growing (2-5y),Very Good (740-800),0.0,2,8,2000.0,8,16000.0
471,15759298,Shih,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0,High (100-200K),Loyal (8y+),Fair (580-670),134169.62,1,1,3683.3924,15,55250.886000000006
472,15683625,Hare,703,France,Male,37,1,149762.08,1,1,0,20629.4,1,High (100-200K),New (0-2y),Good (670-740),149762.08,1,10,3995.2416,1,0.0
473,15635367,Muir,774,France,Male,26,2,93844.69,1,1,0,28415.36,0,Medium (50-100K),New (0-2y),Very Good (740-800),93844.69,1,9,2876.8938,2,5753.7876
474,15681705,Fanucci,785,France,Male,28,8,0.0,2,1,0,77231.27,0,,Mature (5-8y),Very Good (740-800),0.0,2,3,2000.0,8,16000.0
475,15603156,Elewechi,571,France,Female,33,1,0.0,2,1,0,102750.7,0,,New (0-2y),Poor (<580),0.0,2,10,2000.0,1,2000.0
476,15591986,Johnston,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,High (100-200K),Mature (5-8y),Fair (580-670),141078.37,1,5,3821.5674,6,0.0
477,15798888,Pisano,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0,High (100-200K),New (0-2y),Fair (580-670),117992.59,1,10,3359.8518,6,20159.1108
478,15809722,Ankudinov,611,France,Female,40,8,100812.33,2,1,0,147358.27,0,High (100-200K),Mature (5-8y),Fair (580-670),100812.33,2,3,4016.2466000000004,8,32129.972800000003
479,15677538,Nwokike,569,France,Male,38,7,0.0,1,1,1,108469.2,0,,Mature (5-8y),Poor (<580),0.0,1,4,1000.0,12,12000.0
480,15797736,Smith,658,France,Male,29,4,80262.6,1,1,1,20612.82,0,Medium (50-100K),Growing (2-5y),Fair (580-670),80262.6,1,7,2605.2520000000004,9,23447.268000000004
481,15695585,Atkins,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0,High (100-200K),Mature (5-8y),Very Good (740-800),156478.62,1,5,4129.5724,11,45425.2964
482,15744398,Burns,525,France,Female,23,5,0.0,2,1,0,160249.1,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,5,10000.0
483,15750658,Obiuto,798,France,Male,37,8,0.0,3,0,0,110783.28,0,,Mature (5-8y),Very Good (740-800),0.0,3,3,3000.0,8,24000.0
484,15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0,High (100-200K),Loyal (8y+),Poor (<580),115217.99,2,2,4304.3598,9,38739.2382
485,15676519,George,615,Spain,Male,61,9,0.0,2,1,0,150227.85,1,,Loyal (8y+),Fair (580-670),0.0,2,2,2000.0,9,0.0
486,15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28,0,High (100-200K),,Good (670-740),155470.55,1,11,4109.411,5,20547.055
487,15758639,Moran,641,France,Male,37,7,0.0,2,1,0,75248.3,0,,Mature (5-8y),Fair (580-670),0.0,2,4,2000.0,7,14000.0
488,15613772,Dalrymple,542,France,Male,39,3,135096.77,1,1,1,14353.43,1,High (100-200K),Growing (2-5y),Poor (<580),135096.77,1,8,3701.9354,8,0.0
489,15731744,Carslaw,692,France,Male,30,2,0.0,2,0,1,130486.57,0,,New (0-2y),Good (670-740),0.0,2,9,2000.0,7,14000.0
490,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0,High (100-200K),Loyal (8y+),Good (670-740),180075.22,1,2,4601.5044,14,64421.0616
491,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0,Medium (50-100K),New (0-2y),Fair (580-670),97541.24,1,10,2950.8248000000003,6,17704.948800000002
492,15699005,Martin,710,France,Female,41,2,156067.05,1,1,1,9983.88,0,High (100-200K),New (0-2y),Good (670-740),156067.05,1,9,4121.341,7,28849.387000000002
493,15624170,Tan,639,France,Female,38,4,81550.94,2,0,1,118974.77,0,Medium (50-100K),Growing (2-5y),Fair (580-670),81550.94,2,7,3631.0188,9,32679.169199999997
494,15725679,Hsia,531,France,Female,47,6,0.0,1,0,0,194998.34,1,,Mature (5-8y),Poor (<580),0.0,1,5,1000.0,6,0.0
495,15585865,Westerberg,673,France,Female,38,2,170061.92,2,0,0,134901.34,1,High (100-200K),New (0-2y),Good (670-740),170061.92,2,9,5401.2384,2,0.0
496,15804256,Hale,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0,Medium (50-100K),Mature (5-8y),Very Good (740-800),92310.54,2,3,3846.2108,13,50000.740399999995
497,15662403,Kryukova,622,France,Female,32,6,169089.38,2,1,0,101057.95,0,High (100-200K),Mature (5-8y),Fair (580-670),169089.38,2,5,5381.7876,6,32290.725599999998
498,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,1,1,142838.64,0,Medium (50-100K),Growing (2-5y),Excellent (800+),80613.93,1,6,2612.2785999999996,10,26122.785999999996
499,15591995,Barry,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0,High (100-200K),Mature (5-8y),Very Good (740-800),121581.56,2,3,4431.6312,13,57611.2056
500,15677020,Selezneva,570,France,Female,58,8,0.0,1,0,1,116503.92,1,,Mature (5-8y),Poor (<580),0.0,1,3,1000.0,13,0.0
501,15727688,Chizuoke,555,Spain,Male,32,4,0.0,2,1,1,54405.79,0,,Growing (2-5y),Poor (<580),0.0,2,7,2000.0,9,18000.0
502,15715941,Lueck,692,France,Male,54,5,0.0,2,1,1,88721.84,0,,Growing (2-5y),Good (670-740),0.0,2,6,2000.0,10,20000.0
503,15714485,Udinese,774,France,Male,60,5,85891.55,1,1,0,74135.48,1,Medium (50-100K),Growing (2-5y),Very Good (740-800),85891.55,1,6,2717.831,5,0.0
504,15730059,Udobata,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0,Medium (50-100K),Loyal (8y+),Fair (580-670),77637.35,2,2,3552.7470000000003,14,49738.458000000006
505,15715527,Freeman,543,Spain,Female,41,4,0.0,1,0,0,194902.16,0,,Growing (2-5y),Poor (<580),0.0,1,7,1000.0,4,4000.0
506,15576623,Outlaw,584,France,Male,31,5,0.0,2,1,0,31474.27,0,,Growing (2-5y),Fair (580-670),0.0,2,6,2000.0,5,10000.0
507,15805565,Obiuto,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,High (100-200K),Mature (5-8y),Good (670-740),116927.89,1,4,3338.5578,7,23369.9046
508,15677307,Lo,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0,High (100-200K),Mature (5-8y),Good (670-740),137326.65,1,5,3746.533,6,22479.198
509,15773890,Okechukwu,733,France,Male,22,5,0.0,2,1,1,117202.19,0,,Growing (2-5y),Good (670-740),0.0,2,6,2000.0,10,20000.0
510,15598883,King,599,Spain,Female,37,2,0.0,2,1,1,143739.29,0,,New (0-2y),Fair (580-670),0.0,2,9,2000.0,7,14000.0
511,15568506,Forbes,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,Medium (50-100K),Loyal (8y+),Poor (<580),67238.98,2,1,3344.7796,15,50171.693999999996
512,15761043,Macleod,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0,Medium (50-100K),Mature (5-8y),Fair (580-670),86569.76,2,5,3731.3952,6,22388.3712
513,15782236,Gibbs,735,Spain,Male,34,5,0.0,2,0,0,71095.41,0,,Growing (2-5y),Good (670-740),0.0,2,6,2000.0,5,10000.0
514,15593601,Isayev,734,France,Male,34,6,133598.4,1,1,1,13107.24,0,High (100-200K),Mature (5-8y),Good (670-740),133598.4,1,5,3671.968,11,40391.648
515,15682048,Pisano,605,France,Female,51,3,136188.78,1,1,1,67110.59,1,High (100-200K),Growing (2-5y),Fair (580-670),136188.78,1,8,3723.7756,8,0.0
516,15746902,Belstead,793,Spain,Male,38,9,0.0,2,1,0,88225.02,0,,Loyal (8y+),Very Good (740-800),0.0,2,2,2000.0,9,18000.0
517,15752081,Vassiliev,468,France,Female,56,10,0.0,3,0,1,62256.87,1,,Loyal (8y+),Poor (<580),0.0,3,1,3000.0,15,0.0
518,15781307,Schneider,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0,High (100-200K),Mature (5-8y),Very Good (740-800),120092.52,2,4,4401.8504,7,30812.952800000003
519,15775912,Mazzanti,698,France,Male,48,4,101238.24,2,0,1,177815.87,1,High (100-200K),Growing (2-5y),Good (670-740),101238.24,2,7,4024.7648,9,0.0
520,15745417,Knipe,707,France,Male,58,6,89685.92,1,0,1,126471.13,0,Medium (50-100K),Mature (5-8y),Good (670-740),89685.92,1,5,2793.7183999999997,11,30730.9024
521,15671256,Macartney,850,France,Female,35,1,211774.31,1,1,0,188574.12,1,Very High (>200K),New (0-2y),Excellent (800+),211774.31,1,10,5235.4862,1,0.0
522,15653547,Madukwe,850,France,Male,56,7,131317.48,1,1,1,119175.45,0,High (100-200K),Mature (5-8y),Excellent (800+),131317.48,1,4,3626.3496000000005,12,43516.1952
523,15595766,Watts,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,Medium (50-100K),Growing (2-5y),Poor (<580),93722.73,2,6,3874.4546,10,38744.546
524,15742358,Humphreys,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,High (100-200K),Mature (5-8y),Good (670-740),101160.99,1,3,3023.2198,13,39301.8574
525,15763274,Wu,661,France,Male,48,3,120320.54,1,0,0,96463.25,0,High (100-200K),Growing (2-5y),Fair (580-670),120320.54,1,8,3406.4108,3,10219.2324
526,15786063,Chin,776,France,Female,31,2,0.0,2,1,1,112349.51,0,,New (0-2y),Very Good (740-800),0.0,2,9,2000.0,7,14000.0
527,15600258,Chesnokova,701,France,Male,43,2,0.0,2,1,1,165303.79,0,,New (0-2y),Good (670-740),0.0,2,9,2000.0,7,14000.0
528,15573318,Kung,610,France,Male,26,8,0.0,2,1,0,166031.08,0,,Mature (5-8y),Fair (580-670),0.0,2,3,2000.0,8,16000.0
529,15653849,Lu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,High (100-200K),Growing (2-5y),Poor (<580),152827.99,1,8,4056.5598,3,0.0
530,15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,1,1,77783.35,0,Medium (50-100K),New (0-2y),Good (670-740),64097.75,1,10,2281.955,6,13691.73
531,15736112,Walton,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,High (100-200K),New (0-2y),Poor (<580),119035.35,2,9,4380.707,7,30664.949
532,15749851,Brookes,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,High (100-200K),Growing (2-5y),Good (670-740),135219.57,1,7,3704.3914,9,33339.5226
533,15663478,Baldwin,729,France,Male,32,6,93694.42,1,1,1,79919.13,0,Medium (50-100K),Mature (5-8y),Good (670-740),93694.42,1,5,2873.8884,11,31612.772399999998
534,15592300,Mai,543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0,Medium (50-100K),Loyal (8y+),Poor (<580),59408.63,1,1,2188.1726,10,21881.726
535,15567832,Shih,550,France,Female,40,7,114354.95,1,1,0,54018.93,0,High (100-200K),Mature (5-8y),Poor (<580),114354.95,1,4,3287.099,7,23009.693
536,15776780,He,608,France,Male,59,1,0.0,1,1,0,70649.64,1,,New (0-2y),Fair (580-670),0.0,1,10,1000.0,1,0.0
537,15592846,Fiorentini,639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0,High (100-200K),Loyal (8y+),Fair (580-670),128173.9,2,1,4563.478,10,45634.78
538,15739803,Lucciano,686,Spain,Male,34,9,0.0,2,1,0,127569.8,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,9,18000.0
539,15794142,Ferreira,564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,High (100-200K),Growing (2-5y),Poor (<580),114931.35,3,6,5298.627,10,0.0
540,15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,High (100-200K),New (0-2y),Very Good (740-800),111071.36,1,10,3221.4272,1,0.0
541,15667896,De Luca,833,France,Male,37,8,151226.18,2,1,1,136129.49,0,High (100-200K),Mature (5-8y),Excellent (800+),151226.18,2,3,5024.5236,13,65318.806800000006
542,15626578,Milne,622,France,Male,26,9,0.0,2,1,1,153237.59,0,,Loyal (8y+),Fair (580-670),0.0,2,2,2000.0,14,28000.0
543,15776223,Davide,597,France,Female,42,4,64740.12,1,1,1,106841.12,0,Medium (50-100K),Growing (2-5y),Fair (580-670),64740.12,1,7,2294.8024,9,20653.2216
544,15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,High (100-200K),,Good (670-740),169312.13,1,11,4386.2426,0,0.0
545,15802593,Little,504,France,Female,49,7,0.0,3,0,1,87822.14,1,,Mature (5-8y),Poor (<580),0.0,3,4,3000.0,12,0.0
546,15615457,Burns,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0,High (100-200K),New (0-2y),Excellent (800+),112652.08,2,9,4253.0416000000005,2,8506.083200000001
547,15708916,Paterson,587,France,Male,38,0,0.0,2,1,0,47414.15,0,,,Fair (580-670),0.0,2,11,2000.0,0,0.0
548,15720187,Han,479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0,High (100-200K),Mature (5-8y),Poor (<580),143964.36,2,4,4879.2872,7,34155.0104
549,15595440,Kryukova,508,France,Male,49,7,122451.46,2,1,1,75808.1,0,High (100-200K),Mature (5-8y),Poor (<580),122451.46,2,4,4449.029200000001,12,53388.35040000001
550,15600651,Ijendu,749,France,Male,24,1,0.0,3,1,1,47911.03,0,,New (0-2y),Very Good (740-800),0.0,3,10,3000.0,6,18000.0
551,15750141,Reichard,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0,Medium (50-100K),Growing (2-5y),Good (670-740),65253.07,2,8,3305.0614,3,9915.1842
552,15657284,Day,674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1,High (100-200K),Mature (5-8y),Good (670-740),106901.94,1,5,3138.0388000000003,11,0.0
553,15763063,Price,685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0,High (100-200K),Loyal (8y+),Good (670-740),128509.63,1,1,3570.1926000000003,10,35701.92600000001
554,15709324,Bruce,417,France,Male,34,7,0.0,2,1,0,55003.79,0,,Mature (5-8y),Poor (<580),0.0,2,4,2000.0,7,14000.0
555,15711309,Sumrall,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0,High (100-200K),Growing (2-5y),Poor (<580),129834.67,1,8,3596.6934,3,10790.0802
556,15775318,Lu,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,High (100-200K),Growing (2-5y),Fair (580-670),154962.99,3,8,6099.2598,8,0.0
557,15705515,Lazarev,587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0,High (100-200K),Growing (2-5y),Fair (580-670),138241.9,2,6,4764.838,5,23824.19
558,15634844,Miller,598,Germany,Male,41,3,91536.93,1,1,0,191468.78,1,Medium (50-100K),Growing (2-5y),Fair (580-670),91536.93,1,8,2830.7385999999997,3,0.0
559,15717046,Wentworth-Shields,741,Spain,Male,53,3,0.0,2,1,1,38913.68,0,,Growing (2-5y),Very Good (740-800),0.0,2,8,2000.0,8,16000.0
560,15571816,Ritchie,850,Spain,Female,70,5,0.0,1,1,1,705.18,0,,Growing (2-5y),Excellent (800+),0.0,1,6,1000.0,10,10000.0
561,15670080,Mackenzie,584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0,High (100-200K),Mature (5-8y),Fair (580-670),105204.01,1,4,3104.0802,12,37248.9624
562,15800440,Power,650,Spain,Male,61,1,152968.73,1,0,1,82970.69,0,High (100-200K),New (0-2y),Fair (580-670),152968.73,1,10,4059.3746,6,24356.247600000002
563,15665678,Tan,607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0,High (100-200K),Mature (5-8y),Fair (580-670),158261.68,1,3,4165.2336,13,54148.036799999994
564,15665956,Pendergrass,509,France,Female,46,1,0.0,1,1,0,71244.59,1,,New (0-2y),Poor (<580),0.0,1,10,1000.0,1,0.0
565,15788126,Evans,689,Spain,Female,38,6,121021.05,1,1,1,12182.15,0,High (100-200K),Mature (5-8y),Good (670-740),121021.05,1,5,3420.4210000000003,11,37624.631
566,15811773,Hsia,543,France,Male,36,4,0.0,2,1,1,141210.5,0,,Growing (2-5y),Poor (<580),0.0,2,7,2000.0,9,18000.0
567,15651674,Billson,438,Spain,Female,54,2,0.0,1,0,0,191763.07,1,,New (0-2y),Poor (<580),0.0,1,9,1000.0,2,0.0
568,15689614,Teng,687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0,High (100-200K),New (0-2y),Good (670-740),137715.66,1,10,3754.3132,6,22525.8792
569,15795564,Moretti,737,Germany,Male,31,5,121192.22,2,1,1,74890.58,0,High (100-200K),Growing (2-5y),Good (670-740),121192.22,2,6,4423.8444,10,44238.444
570,15706647,Jordan,761,France,Male,31,7,0.0,3,1,1,166698.18,0,,Mature (5-8y),Very Good (740-800),0.0,3,4,3000.0,12,36000.0
571,15728505,Ts'ao,601,France,Male,44,1,100486.18,2,1,1,62678.53,0,High (100-200K),New (0-2y),Fair (580-670),100486.18,2,10,4009.7236,6,24058.3416
572,15730076,Osborne,651,France,Male,45,1,0.0,1,1,0,67740.08,1,,New (0-2y),Fair (580-670),0.0,1,10,1000.0,1,0.0
573,15622003,Carslaw,745,France,Male,35,9,92566.53,2,1,0,161519.77,0,Medium (50-100K),Loyal (8y+),Very Good (740-800),92566.53,2,2,3851.3306000000002,9,34661.9754
574,15607312,Ch'ang,648,Spain,Female,49,10,0.0,2,1,1,159835.78,1,,Loyal (8y+),Fair (580-670),0.0,2,1,2000.0,15,0.0
575,15644753,Hung,848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0,High (100-200K),Growing (2-5y),Excellent (800+),110929.96,1,8,3218.5992,8,25748.7936
576,15653620,Gordon,546,France,Female,27,8,0.0,2,1,1,14858.1,0,,Mature (5-8y),Poor (<580),0.0,2,3,2000.0,13,26000.0
577,15761986,Obialo,439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0,High (100-200K),Growing (2-5y),Poor (<580),138901.61,1,8,3778.0321999999996,3,11334.096599999999
578,15633922,Gray,755,France,Male,30,4,123217.66,2,0,1,144183.1,0,High (100-200K),Growing (2-5y),Very Good (740-800),123217.66,2,7,4464.3532,9,40179.178799999994
579,15734674,Lin,593,France,Female,41,6,0.0,1,1,0,65170.66,0,,Mature (5-8y),Fair (580-670),0.0,1,5,1000.0,6,6000.0
580,15658032,Hopkins,701,France,Male,39,2,0.0,2,1,1,82526.92,0,,New (0-2y),Good (670-740),0.0,2,9,2000.0,7,14000.0
581,15692671,Dobson,701,Spain,Male,36,8,0.0,2,1,0,169161.46,0,,Mature (5-8y),Good (670-740),0.0,2,3,2000.0,8,16000.0
582,15737741,McKay,607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1,High (100-200K),New (0-2y),Fair (580-670),108431.87,2,9,4168.6374,7,0.0
583,15576352,Revell,586,Spain,Female,57,3,0.0,2,0,1,6057.81,0,,Growing (2-5y),Fair (580-670),0.0,2,8,2000.0,8,16000.0
584,15753719,Rickards,547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0,Medium (50-100K),Loyal (8y+),Poor (<580),72392.41,1,2,2447.8482000000004,9,22030.633800000003
585,15803689,Begum,647,Germany,Female,51,1,119741.77,2,0,0,54954.51,1,High (100-200K),New (0-2y),Fair (580-670),119741.77,2,10,4394.8354,1,0.0
586,15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,0,0,179614.8,1,High (100-200K),New (0-2y),Very Good (740-800),100946.71,1,9,3018.9342,2,0.0
587,15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1,High (100-200K),Loyal (8y+),Fair (580-670),170491.84,1,2,4409.8368,9,0.0
588,15680998,Nwankwo,725,France,Male,44,5,0.0,1,1,1,117356.14,0,,Growing (2-5y),Good (670-740),0.0,1,6,1000.0,10,10000.0
589,15614782,Hao,526,France,Male,36,1,0.0,1,1,0,160696.72,0,,New (0-2y),Poor (<580),0.0,1,10,1000.0,1,1000.0
590,15591047,Ma,519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1,High (100-200K),Mature (5-8y),Poor (<580),157296.02,2,5,5145.9204,6,0.0
591,15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1,High (100-200K),Mature (5-8y),Good (670-740),144606.22,1,4,3892.1244,12,0.0
592,15604044,Mitchell,700,France,Male,38,8,134811.3,1,1,0,1299.75,0,High (100-200K),Mature (5-8y),Good (670-740),134811.3,1,3,3696.2259999999997,8,29569.807999999997
593,15679587,Chan,666,France,Female,34,9,115897.12,1,1,1,25095.03,0,High (100-200K),Loyal (8y+),Fair (580-670),115897.12,1,2,3317.9424,14,46451.1936
594,15775153,Buchi,630,Spain,Male,32,4,82034.0,1,0,0,146326.45,0,Medium (50-100K),Growing (2-5y),Fair (580-670),82034.0,1,7,2640.6800000000003,4,10562.720000000001
595,15603925,Greco,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0,High (100-200K),Growing (2-5y),Very Good (740-800),174318.13,2,7,5486.3626,9,49377.2634
596,15680970,Lombardi,611,Germany,Female,41,2,114206.84,1,1,0,164061.6,0,High (100-200K),New (0-2y),Fair (580-670),114206.84,1,9,3284.1367999999998,2,6568.2735999999995
597,15697183,Uchenna,685,Spain,Male,43,9,0.0,2,1,0,107811.28,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,9,18000.0
598,15567446,Coffman,646,Germany,Male,39,9,111574.41,1,1,1,30838.51,0,High (100-200K),Loyal (8y+),Fair (580-670),111574.41,1,2,3231.4882000000002,14,45240.834800000004
599,15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,0,0,9221.78,1,High (100-200K),Growing (2-5y),Good (670-740),162448.69,1,6,4248.9738,5,0.0
600,15714939,Fallaci,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0,High (100-200K),Growing (2-5y),Poor (<580),148249.54,1,7,3964.9908,9,35684.9172
601,15683503,Hudson,601,France,Female,43,8,0.0,3,0,1,110916.15,1,,Mature (5-8y),Fair (580-670),0.0,3,3,3000.0,13,0.0
602,15645569,Mai,762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0,High (100-200K),Mature (5-8y),Very Good (740-800),123709.46,2,4,4474.189200000001,12,53690.27040000001
603,15782569,Stout,687,France,Female,72,9,0.0,1,0,1,69829.4,0,,Loyal (8y+),Good (670-740),0.0,1,2,1000.0,14,14000.0
604,15592387,Burke,566,France,Male,30,5,0.0,1,1,0,54926.51,1,,Growing (2-5y),Poor (<580),0.0,1,6,1000.0,5,0.0
605,15609286,Chadwick,702,France,Male,37,10,150525.8,1,1,1,94728.49,0,High (100-200K),Loyal (8y+),Good (670-740),150525.8,1,1,4010.5159999999996,15,60157.73999999999
606,15814035,Lawrence,601,France,Male,29,9,0.0,1,1,1,80393.27,0,,Loyal (8y+),Fair (580-670),0.0,1,2,1000.0,14,14000.0
607,15661249,Bellucci,699,France,Male,53,4,0.0,2,0,1,111307.98,0,,Growing (2-5y),Good (670-740),0.0,2,7,2000.0,9,18000.0
608,15629117,Harper,584,France,Male,28,10,0.0,2,1,0,19834.32,0,,Loyal (8y+),Fair (580-670),0.0,2,1,2000.0,10,20000.0
609,15607170,Boyle,699,France,Male,35,5,0.0,2,1,1,78397.24,0,,Growing (2-5y),Good (670-740),0.0,2,6,2000.0,10,20000.0
610,15586585,Duncan,698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0,High (100-200K),New (0-2y),Good (670-740),111018.98,1,9,3220.3795999999998,2,6440.7591999999995
611,15686611,Moss,495,France,Male,30,10,129755.99,1,0,0,172749.65,0,High (100-200K),Loyal (8y+),Poor (<580),129755.99,1,1,3595.1198,10,35951.198
612,15603203,Avdeyeva,650,France,Female,27,6,0.0,2,1,0,1002.39,0,,Mature (5-8y),Fair (580-670),0.0,2,5,2000.0,6,12000.0
613,15619857,Crawford,605,France,Female,64,2,129555.7,1,1,1,13601.79,0,High (100-200K),New (0-2y),Fair (580-670),129555.7,1,9,3591.114,7,25137.798
614,15805062,Lynton,667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0,Medium (50-100K),New (0-2y),Fair (580-670),87202.38,1,10,2744.0476,6,16464.2856
615,15660271,Duncan,688,Germany,Male,26,8,146133.39,1,1,1,175296.76,0,High (100-200K),Mature (5-8y),Good (670-740),146133.39,1,3,3922.6678,13,50994.6814
616,15745295,Gether,727,Spain,Female,31,0,0.0,1,1,0,121751.04,1,,,Good (670-740),0.0,1,11,1000.0,0,0.0
617,15719352,Davidson,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0,High (100-200K),Mature (5-8y),Very Good (740-800),170184.99,2,5,5403.6998,6,32422.198800000002
618,15766575,Larionova,612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1,High (100-200K),Mature (5-8y),Fair (580-670),140745.33,1,3,3814.9066,8,0.0
619,15594594,Loggia,546,Spain,Male,42,7,139070.51,1,1,1,86945.0,0,High (100-200K),Mature (5-8y),Poor (<580),139070.51,1,4,3781.4102000000003,12,45376.9224
620,15646161,Steinhoff,673,Spain,Female,37,8,0.0,2,1,1,183318.79,0,,Mature (5-8y),Good (670-740),0.0,2,3,2000.0,13,26000.0
